Det Noun Lemma UniFreq BigFreq BigSurp File Turn Start Stop LengthSeconds LengthOrth IU Speaker IUPos IU_len_words relative_IUPos IU_len_secs speech_rate unique_chunk_number POS newIUPos
these dancers dancer 2025 24 4.43527114919 SBC055.trn 45 811.08 811.84 0.76 7 75466 WOOD 9 10 0.9 3.20999999999992 3.11526479750786 67014 NOUN 3.0
the plenum plenum 35 35 -0.0 SBC029.trn 517 1439.26 1439.58 0.32 6 41677 SETH 10 13 0.7692307692307689 2.27999999999997 5.70175438596498 35917 NOUN 8.0
the number number 135646 41885 1.17512078341 SBC056.trn 204 514.575 515.005 0.43 6 76361 GARY 6 6 1.0 1.18999999999994 5.04201680672294 67853 NOUN 5.0
the rotor rotor 342 304 0.117783035656 SBC038.trn 27 893.395 893.755 0.36 5 53652 BEN 20 20 1.0 1.20499999999993 16.597510373445 46797 NOUN 3.0
this wall wall 50911 364 4.94068042157 SBC004.trn 411 802.29 802.66 0.37 4 5180 CAROLYN 40 40 1.0 1.5099999999999898 26.4900662251657 4246 NOUN 6.0
a guy guy 64600 12420 1.64890633428 SBC058.trn 8 20.477 20.667 0.19 3 79531 STEVEN 5 9 0.555555555555556 2.18 4.1284403669724785 70801 NOUN 4.0
the temperature temperature 12897 3477 1.31082487316 SBC027.trn 13 129.55 130.17 0.62 11 36848 PHIL 5 5 1.0 1.5099999999999898 3.3112582781457203 31439 NOUN 2.0
these chicks chick 677 25 3.29879544804 SBC039.trn 214 728.097 728.4069999999998 0.31 6 56533 KIRSTEN 8 15 0.5333333333333329 3.38600000000008 4.430005906674442 49458 NOUN 6.0
these art art 66948 30 7.71047409597 SBC060.trn 30 333.5440000000001 333.8540000000001 0.31 3 82569 ALAN 14 16 0.875 2.3480000000000096 6.81431005110729 73610 NOUN 4.0
the money money 156098 28671 1.69459785619 SBC049.trn 283 421.497 421.797 0.3 5 67322 DAN 11 12 0.916666666666667 1.59999999999997 7.50000000000016 59460 NOUN 4.0
the meat meat 13781 3630 1.33405818362 SBC037.trn 318 823.19 823.41 0.22 4 51887 SHANE 8 8 1.0 1.55499999999995 5.14469453376222 45227 NOUN 6.0
that point point 147012 10289 2.65943885271 SBC030.trn 38 886.245 886.385 0.14 5 42221 DANNY 49 49 1.0 1.44999999999993 33.7931034482774 36450 NOUN 7.0
the inside inside 51484 7065 1.98611806365 SBC049.trn 235 359.3180000000001 359.7480000000001 0.43 6 67248 LUCY 10 10 1.0 1.38999999999999 7.194244604316619 59390 NOUN 6.0
a person person 96439 21155 1.51703439995 SBC039.trn 371 1134.401 1134.821 0.42 6 56881 NICOLE 4 5 0.8 1.67000000000007 2.9940119760477697 49770 NOUN 3.0
the wedding wedding 10919 3741 1.07115143567 SBC035.trn 614 971.513 971.8231 0.3101 7 49283 ERIKA 6 6 1.0 0.7120999999999641 8.42578289566115 42867 NOUN 2.0
a letter letter 28670 11092 0.949627152142 SBC010.trn 328 682.16 682.5 0.34 6 12632 PHIL 7 7 1.0 1.19999999999993 5.83333333333367 11210 NOUN 4.0
an upgrade upgrade 1894 266 1.96294996496 SBC052.trn 285 677.58 678.37 0.79 7 72698 ANDREW 12 12 1.0 2.00999999999999 5.97014925373137 64405 NOUN 5.0
this time time 641669 36570 2.86484436225 SBC008.trn 539 1169.39 1169.62 0.23 4 10794 REBECCA 6 7 0.857142857142857 1.10000000000014 6.36363636363557 9481 NOUN 5.0
the israelites israelite 247 224 0.0977422847729 SBC030.trn 14 477.175 477.655 0.48 10 41985 DANNY 7 11 0.6363636363636359 2.21499999999997 4.96613995485333 36220 NOUN 6.0
the country country 165929 80418 0.724321954294 SBC045.trn 276 1364.898 1365.138 0.24 7 63429 CORINNA 7 7 1.0 1.79999999999995 3.88888888888899 55890 NOUN 6.0
a sign sign 35493 8864 1.38733736393 SBC035.trn 535 827.807 828.1569999999998 0.35 4 49142 STEPHANIE 6 8 0.75 1.19999999999993 6.66666666666705 42739 NOUN 5.0
the one one 887537 54758 2.78552673388 SBC044.trn 274 1222.778 1222.938 0.16 3 62136 LAJUAN 4 7 0.5714285714285711 1.31999999999994 5.30303030303056 54678 NOUN 3.0
the knob knob 964 699 0.321440552377 SBC049.trn 420 641.665 642.025 0.36 4 67565 LUCY 12 13 0.923076923076923 1.6589999999999898 7.836045810729389 59681 NOUN 5.0
the city city 118144 64678 0.602483106669 SBC026.trn 92 992.515 992.705 0.19 4 36427 DAN 4 4 1.0 0.860000000000014 4.6511627906976 31030 NOUN 3.0
these years year 341714 3086 4.70709837595 SBC033.trn 141 142.649 142.759 0.11 5 46815 BILL 9 14 0.6428571428571429 2.55200000000002 5.4858934169278495 40641 NOUN 8.0
the organization organization 32763 9666 1.22068525646 SBC026.trn 78 758.7139999999998 759.5239999999999 0.81 12 35389 PATTY 3 3 1.0 1.00600000000009 2.98210735586456 30024 NOUN 2.0
the water water 140870 36925 1.33894865085 SBC037.trn 105 229.745 230.205 0.46 5 51520 SHANE 7 7 1.0 1.185 5.90717299578058 44906 NOUN 6.0
no idea idea 86850 10992 2.06701475721 SBC015.trn 391 596.27 596.55 0.28 4 20421 KEN 5 5 1.0 0.909999999999968 5.49450549450569 16067 NOUN 4.0
the bottom bottom 31938 25024 0.243961159056 SBC059.trn 959 1446.188 1446.678 0.49 6 82112 WESS 5 5 1.0 1.30300000000011 3.8372985418262298 73177 NOUN 4.0
this kitchen kitchen 33091 172 5.25952214426 SBC037.trn 503 1408.629 1409.079 0.45 7 53225 DOLORES 9 9 1.0 2.37999999999988 3.7815126050422 46398 NOUN 8.0
the toys toy 3948 548 1.97468911361 SBC058.trn 41 155.511 155.861 0.35 4 78634 SHERI 16 26 0.615384615384615 3.4209999999999905 7.60011692487578 69973 NOUN 6.0
the mission mission 21317 5453 1.36333896051 SBC019.trn 497 898.169 898.4689999999998 0.3 7 27826 FRANK 7 13 0.538461538461538 1.84599999999989 7.04225352112718 22928 NOUN 4.0
a rebel rebel 2165 500 1.46556754201 SBC019.trn 679 1259.85 1260.17 0.32 5 28168 BRETT 3 5 0.6 1.3849999999999898 3.61010830324912 23225 NOUN 2.0
the turbine turbine 1156 325 1.2688958669 SBC038.trn 78 1139.384 1139.684 0.3 7 54430 BEN 5 10 0.5 0.91599999999994 10.9170305676863 47533 NOUN 4.0
the country country 165929 80418 0.724321954294 SBC060.trn 116 1027.146 1027.616 0.47 7 83050 ALAN 12 12 1.0 2.29899999999998 5.21966072205312 74080 NOUN 10.0
a look look 195485 18724 2.3456775267 SBC016.trn 431 783.96 784.18 0.22 4 23933 BRAD 13 14 0.9285714285714292 1.20000000000005 11.6666666666662 19317 NOUN 3.0
a break break 61919 9882 1.83511215886 SBC047.trn 4 8.289 8.609 0.32 5 64534 FRED 6 6 1.0 0.903991 6.637234220252191 56905 NOUN 5.0
a step step 43237 5963 1.98112290002 SBC045.trn 16 122.055 122.445 0.39 4 62640 PATRICK 2 5 0.4 0.950000000000003 5.26315789473683 55160 NOUN 1.0
the cups cup 3129 322 2.27391719812 SBC021.trn 23 49.00100000000001 49.50100000000001 0.5 4 29943 WALT 5 5 1.0 0.939999999999998 5.31914893617023 24964 NOUN 4.0
another thing thing 180009 2276 4.37058733338 SBC030.trn 38 1144.545 1144.845 0.3 5 42351 DANNY 2 3 0.666666666666667 1.07999999999993 2.7777777777779704 36580 NOUN 1.0
the chalk chalk 920 242 1.33543594389 SBC005.trn 119 467.74 468.08 0.34 5 5881 PAMELA 17 18 0.944444444444444 2.05000000000001 8.780487804878 4897 NOUN 6.0
a repeat repeat 7285 831 2.17094292377 SBC040.trn 20 1006.713 1007.143 0.43 6 57716 DEBRA 2 7 0.28571428571428603 2.10899999999992 3.3191085822666 50565 NOUN 1.0
the way way 419794 134756 1.13629837906 SBC044.trn 17 62.934 63.044 0.11 3 61168 LAJUAN 15 17 0.882352941176471 2.10698 8.068420203324191 53769 NOUN 14.0
this one one 887537 23489 3.63191798416 SBC016.trn 173 328.487 328.6269999999999 0.14 3 23470 BRAD 3 11 0.272727272727273 2.274 4.83729111697449 18889 NOUN 2.0
the curse curse 2275 676 1.21354225534 SBC025.trn 0 795.12 795.45 0.33 5 34621 FOSTER 5 7 0.7142857142857142 1.45400000000006 4.8143053645114815 29286 NOUN 4.0
this house house 161839 3231 3.91381032706 SBC048.trn 490 715.7330000000002 716.133 0.4 5 66470 TIM 8 8 1.0 2.09500000000003 3.81861575178993 58695 NOUN 7.0
the name name 96016 22318 1.45912131648 SBC026.trn 126 1271.605 1271.975 0.37 4 35686 PAUL 7 10 0.7 2.89599999999996 3.4530386740332 30310 NOUN 3.0
the horse horse 15841 4514 1.25541783731 SBC056.trn 194 486.254 486.654 0.4 5 76338 JULIE 4 4 1.0 1.048 3.81679389312976 67833 NOUN 3.0
a ribbon ribbon 2251 431 1.6530217508 SBC019.trn 260 525.8441 526.144 0.2999 6 27474 FRANK 7 8 0.875 0.965000000000032 8.290155440414232 22630 NOUN 4.0
a miracle miracle 5049 2828 0.579620455842 SBC005.trn 0 7.5 8.190000999999999 0.690001 7 5577 DARRYL 4 7 0.5714285714285711 2.359955 2.96615825301754 4611 NOUN 3.0
the god god 21061 1113 2.94036391667 SBC025.trn 0 564.816 565.126 0.31 3 34504 FOSTER 4 7 0.5714285714285711 1.60710000000006 4.35567170680091 29171 NOUN 3.0
the dining dining 7883 4530 0.553986602583 SBC029.trn 196 501.15 501.45 0.3 6 40934 LARRY 11 12 0.916666666666667 2.13 5.6338028169014205 35195 NOUN 10.0
the elevator elevator 5214 3843 0.305094003929 SBC038.trn 86 1146.165 1146.515 0.35 8 53775 BEN 4 5 0.8 1.06999999999994 4.672897196261959 46910 NOUN 3.0
the geography geography 3142 533 1.77409339465 SBC051.trn 693 1254.535 1254.965 0.43 9 71709 SEAN 5 6 0.833333333333333 1.13000000000011 5.3097345132738205 63488 NOUN 4.0
the neighbors neighbor 12581 1996 1.84104256148 SBC049.trn 470 769.596 770.0060000000002 0.41 9 67673 LUCY 6 6 1.0 1.12400000000002 5.33807829181483 59782 NOUN 5.0
a water water 140870 2320 4.10627029359 SBC038.trn 27 899.966 900.2360000000001 0.27 5 54323 BEN 6 9 0.666666666666667 1.82399999999996 4.93421052631591 47436 NOUN 5.0
the hands hand 77993 8534 2.21256089431 SBC057.trn 152 703.8910000000002 704.1510000000002 0.26 5 77948 NICK 7 7 1.0 1.01999999999998 6.86274509803934 69343 NOUN 6.0
the house house 161839 62179 0.956584691739 SBC032.trn 646 974.481 974.861 0.38 5 45935 TOM_2 3 7 0.42857142857142894 2.10000000000002 3.3333333333333 39851 NOUN 2.0
the speed speed 21872 4103 1.67348886652 SBC017.trn 197 615.31 615.63 0.32 5 25270 JIM 11 15 0.733333333333333 2.38499999999999 6.28930817610065 20565 NOUN 4.0
a trash trash 4795 480 2.30154288342 SBC042.trn 94 366.5630000000001 366.68300000000005 0.12 5 59113 KITTY 7 8 0.875 1.33199999999999 6.00600600600603 51847 NOUN 6.0
a newspaper newspaper 18360 3175 1.75486675285 SBC008.trn 595 1323.24 1323.69 0.45 9 10944 REBECCA 6 9 0.666666666666667 2.0 4.5 9627 NOUN 4.0
the earth earth 24917 11695 0.756388901403 SBC054.trn 38 440.305 440.625 0.32 5 74718 CYNTHIA 8 8 1.0 1.77499999999998 4.507042253521179 66311 NOUN 7.0
a right right 310727 6232 3.9092174046 SBC025.trn 0 659.834 660.1439999999999 0.31 5 34554 FOSTER 3 5 0.6 1.2799999999999698 3.90625000000008 29219 NOUN 2.0
the traffic traffic 14633 2412 1.80282297325 SBC047.trn 221 679.7660000000002 680.2560000000002 0.49 7 65223 RICHARD 5 5 1.0 1.04999999999995 4.76190476190497 57564 NOUN 4.0
a matter matter 82493 18090 1.51735414185 SBC049.trn 458 736.627 737.0169999999998 0.39 6 67646 LUCY 3 6 0.5 1.89999999999998 3.15789473684214 59756 NOUN 2.0
every era era 14433 45 5.7706100406 SBC023.trn 923 1453.985 1454.315 0.33 3 33315 SUE 4 4 1.0 1.04500000000007 3.82775119617198 28072 NOUN 3.0
a place place 178530 22554 2.06884422051 SBC036.trn 727 1230.783 1231.043 0.26 5 50909 KEVIN 4 9 0.444444444444444 1.15699999999993 7.778738115817269 44351 NOUN 3.0
the colorado colorado 18554 4033 1.52617488334 SBC038.trn 131 1408.856 1409.436 0.58 8 54622 AUD_2 13 15 0.866666666666667 3.029 4.9521294156487405 47717 NOUN 7.0
the car car 89922 33791 0.978748133048 SBC035.trn 438 649.461 649.951 0.49 3 48928 STEPHANIE 11 11 1.0 1.2200000000000302 9.01639344262275 42538 NOUN 3.0
these things thing 205813 11995 2.84247809324 SBC044.trn 19 89.68500999999998 89.985 0.29999000000000003 6 61188 LAJUAN 23 33 0.696969696969697 3.86 8.54922279792746 53789 NOUN 5.0
the table table 63245 29154 0.774423948448 SBC026.trn 84 827.175 827.395 0.22 5 36334 GRANT 6 6 1.0 2.09799999999996 2.85986653956155 30940 NOUN 5.0
that tape tape 16647 642 3.2553969953 SBC016.trn 49 111.87 112.25 0.38 4 21723 BRAD 13 14 0.9285714285714292 1.5100000000000102 9.27152317880792 17271 NOUN 4.0
the postage postage 442 87 1.62540176342 SBC011.trn 194 572.88 573.43 0.55 7 13371 ANGELA 6 9 0.666666666666667 2.43999999999994 3.68852459016402 11899 NOUN 5.0
the smell smell 13387 5053 0.974301960494 SBC003.trn 67 101.12 101.71 0.59 5 2854 PETE 13 15 0.866666666666667 2.0 7.5 2106 NOUN 11.0
the line line 89893 20791 1.46409987339 SBC059.trn 23 45.01 45.27 0.26 4 80544 WESS 19 21 0.9047619047619052 2.7600000000000096 7.6086956521739015 71742 NOUN 8.0
the constitution constitution 8143 5017 0.484326516983 SBC012.trn 110 857.64 858.72 1.08 12 14519 FRANK 8 8 1.0 1.46000000000004 5.47945205479438 12928 NOUN 1.0
no candy candy 4327 27 5.07679287422 SBC004.trn 105 141.85 142.01 0.16 5 4460 KATHY 8 8 1.0 1.40000000000001 5.71428571428569 3599 NOUN 7.0
the silence silence 16868 3415 1.59724084286 SBC019.trn 448 849.7130000000002 850.533 0.82 7 27758 BRETT 3 3 1.0 1.2100000000000402 2.47933884297513 22867 NOUN 2.0
this kitchen kitchen 33091 172 5.25952214426 SBC037.trn 514 1438.456 1438.656 0.2 7 53241 SHANE 17 20 0.85 4.80899999999997 4.15886878768977 46411 NOUN 9.0
the hoof hoof 148 101 0.382091756923 SBC040.trn 20 840.3839999999999 840.5939999999998 0.21 4 57641 DEBRA 3 3 1.0 0.5400000000000771 5.55555555555476 50490 NOUN 2.0
the pregnancy pregnancy 6248 799 2.05665574575 SBC028.trn 85 182.425 182.915 0.49 9 39190 JILL 22 25 0.88 4.155 6.016847172081831 33587 NOUN 6.0
the spirit spirit 21207 8811 0.878330374972 SBC020.trn 18 471.367 471.747 0.38 6 28478 JEFF 8 10 0.8 1.31600000000003 7.5987841945287 23520 NOUN 2.0
that world world 285997 1045 5.61196443584 SBC023.trn 408 681.315 681.635 0.32 5 32497 PATTY 6 8 0.75 1.13999999999999 7.01754385964921 27315 NOUN 5.0
the radio radio 31093 8991 1.24075863646 SBC051.trn 606 1103.439 1103.629 0.19 5 71554 SEAN 2 7 0.28571428571428603 1.15200000000004 6.076388888888661 63345 NOUN 1.0
the paper paper 50044 12452 1.39102136588 SBC011.trn 50 138.24 138.68 0.44 5 13056 DORIS 26 28 0.9285714285714292 3.51000000000002 7.97720797720793 11607 NOUN 8.0
the put put 157447 31 8.53285696819 SBC049.trn 353 525.494 525.734 0.24 3 67450 LUCY 7 10 0.7 1.2799999999999698 7.81250000000017 59580 NOUN 6.0
a bit bit 73184 35055 0.736058561181 SBC028.trn 97 214.315 214.455 0.14 3 37685 JILL 7 9 0.7777777777777779 1.48999999999998 6.04026845637592 32219 NOUN 6.0
the salt salt 22642 2276 2.29738707239 SBC039.trn 392 1187.852 1188.342 0.49 4 55612 DON 2 7 0.28571428571428603 1.1690000000001002 5.9880239520953085 48616 NOUN 1.0
the starting starting 19277 2745 1.94913160045 SBC040.trn 8 622.637 623.087 0.45 8 57535 DEBRA 6 7 0.857142857142857 1.93999999999994 3.60824742268052 50387 NOUN 5.0
a letter letter 28670 11092 0.949627152142 SBC019.trn 251 518.386 519.136 0.75 6 27462 MELISSA 7 7 1.0 1.346 5.2005943536404 22618 NOUN 6.0
another one one 887537 4589 5.26478807521 SBC034.trn 114 624.515 624.665 0.15 3 47805 KAREN 6 10 0.6 1.65999999999997 6.024096385542281 41511 NOUN 5.0
the class class 56222 8751 1.86014015982 SBC002.trn 648 1113.65 1113.99 0.34 5 2444 MILES 5 5 1.0 0.720000000000027 6.94444444444418 1736 NOUN 4.0
the mall mall 6197 3273 0.638358308461 SBC052.trn 405 937.695 937.915 0.22 4 72996 DARLENE 3 5 0.6 0.75 6.66666666666667 64668 NOUN 2.0
a holding holding 19266 469 3.71549439487 SBC032.trn 229 269.812 270.182 0.37 7 45153 TOM_2 12 14 0.857142857142857 1.6709999999999898 8.3782166367445 39137 NOUN 11.0
each side side 115248 3119 3.60957389052 SBC029.trn 329 871.17 871.53 0.36 4 41236 SETH 11 11 1.0 1.08999999999992 10.0917431192668 35492 NOUN 5.0
these measurements measurement 1681 115 2.68221200505 SBC049.trn 356 539.3580000000002 539.918 0.56 12 67461 DAN 4 4 1.0 1.17999999999995 3.38983050847472 59591 NOUN 3.0
that loss loss 31450 313 4.60995107159 SBC016.trn 59 121.575 121.945 0.37 4 23254 BRAD 6 6 1.0 1.45999999999999 4.10958904109591 18684 NOUN 5.0
a raffle raffle 115 92 0.223143551314 SBC035.trn 463 701.7610000000002 702.1210000000002 0.36 6 48983 STEPHANIE 4 10 0.4 1.221 8.19000819000817 42592 NOUN 3.0
the knowledge knowledge 40636 4797 2.13666365071 SBC020.trn 24 900.605 901.095 0.49 9 28720 JEFF 3 5 0.6 1.33989999999994 3.73162176281828 23759 NOUN 2.0
this cast cast 13550 74 5.2100767331 SBC018.trn 35 173.763 174.123 0.36 4 25973 MARCIA 3 4 0.75 0.699999999999989 5.71428571428581 21244 NOUN 2.0
the guy guy 64600 14573 1.48904390924 SBC049.trn 177 280.461 280.671 0.21 3 67148 DAN 11 11 1.0 0.9189999999999828 11.969532100109 59301 NOUN 10.0
the way way 419794 134756 1.13629837906 SBC049.trn 517 831.061 831.201 0.14 3 67755 ALLEN 18 20 0.9 1.94599999999991 10.277492291881199 59855 NOUN 11.0
the person person 96439 15953 1.7992637848 SBC023.trn 290 499.8 500.18 0.38 6 32314 DIANE 6 15 0.4 3.06 4.90196078431372 27147 NOUN 4.0
a program program 100119 7695 2.56578871121 SBC054.trn 140 1136.607 1137.107 0.5 7 75076 CYNTHIA 5 5 1.0 1.25699999999983 3.97772474144842 66643 NOUN 4.0
the things thing 205813 22171 2.22818286092 SBC016.trn 12 34.841 35.141 0.3 6 21647 TAMMY 5 11 0.454545454545455 2.2129999999999903 4.97062810664258 17202 NOUN 4.0
the aisles aisle 837 837 -0.0 SBC006.trn 67 164.37 164.84 0.47 6 6597 ALINA 7 7 1.0 1.35000000000002 5.1851851851851 5535 NOUN 6.0
a piece piece 35239 14018 0.921811205743 SBC041.trn 285 1054.569 1054.859 0.29 5 58758 PAIGE 15 17 0.882352941176471 1.71000000000004 9.941520467836051 51515 NOUN 4.0
the back back 454295 41050 2.40395593086 SBC050.trn 403 850.059 850.169 0.11 4 70133 NANCY 8 8 1.0 1.09000000000003 7.33944954128419 62037 NOUN 4.0
a lot lot 218294 198792 0.0935837261019 SBC046.trn 172 697.15 697.3799 0.2299 3 64327 DARREN 12 14 0.857142857142857 1.25099999999998 11.1910471622704 56717 NOUN 2.0
a beer beer 12945 2576 1.61447180496 SBC045.trn 95 511.69 512.06 0.37 4 62975 CORINNA 20 20 1.0 2.5229999999999704 7.92707094728508 55480 NOUN 7.0
the day day 279913 53804 1.64913102676 SBC004.trn 249 437.27 437.47 0.2 3 4795 KATHY 20 27 0.7407407407407409 4.0 6.75 3895 NOUN 12.0
a breakdown breakdown 2790 738 1.32985305021 SBC033.trn 450 516.057 516.557 0.5 9 47320 JENN 8 8 1.0 2.79309999999998 2.8642010669149203 41077 NOUN 7.0
a bitch bitch 2743 1767 0.439769018618 SBC059.trn 1016 1574.473 1574.8729999999996 0.4 5 82236 WESS 7 7 1.0 1.23000000000002 5.691056910569018 73292 NOUN 6.0
a lot lot 218294 198792 0.0935837261019 SBC032.trn 834 1205.903 1206.013 0.11 3 46239 TOM_2 3 6 0.5 0.7809999999999491 7.68245838668424 40133 NOUN 2.0
the cd cd 4606 1124 1.41046604993 SBC016.trn 143 281.442 281.962 0.52 2 23416 BRAD 5 5 1.0 1.14999999999998 4.34782608695661 18835 NOUN 4.0
the guns gun 11619 1486 2.05655374291 SBC023.trn 372 632.845 633.175 0.33 4 32447 PATTY 23 29 0.793103448275862 1.9799999999999 14.646464646465398 27271 NOUN 2.0
the spirit spirit 21207 8811 0.878330374972 SBC020.trn 18 609.535 609.925 0.39 6 29393 JEFF 3 5 0.6 1.46500000000003 3.41296928327638 24423 NOUN 2.0
the details detail 20469 7370 1.0214938403 SBC028.trn 535 1073.23 1073.7 0.47 7 40110 JEFF 6 6 1.0 1.31999999999994 4.54545454545476 34435 NOUN 5.0
a cast cast 13550 897 2.71508596425 SBC018.trn 26 156.484 157.084 0.6 4 26520 MARCIA 9 9 1.0 0.689999999999998 13.0434782608696 21753 NOUN 2.0
the trail trail 13906 5946 0.849601677101 SBC013.trn 67 79.19 79.38 0.19 5 15100 MARCI 3 3 1.0 0.799959999999999 3.75018750937548 13492 NOUN 2.0
a room room 145754 7033 3.03130691178 SBC044.trn 316 1555.878 1556.058 0.18 4 62387 LAJUAN 4 8 0.5 1.60599999999999 4.98132004981322 54920 NOUN 3.0
a beacon beacon 860 449 0.649909501505 SBC030.trn 38 1274.09 1274.53 0.44 6 42406 DANNY 30 32 0.9375 1.5 21.3333333333333 36635 NOUN 3.0
that apple apple 5350 84 4.15403504105 SBC025.trn 0 941.524 941.934 0.41 5 34702 FOSTER 7 7 1.0 2.95999999999992 2.36486486486493 29362 NOUN 6.0
the racetrack racetrack 373 274 0.308450313256 SBC040.trn 20 1003.459 1004.109 0.65 9 57714 DEBRA 22 22 1.0 3.2819999999999303 6.7032297379648105 50563 NOUN 12.0
those people people 600923 7620 4.36769043683 SBC049.trn 472 770.76 771.06 0.3 6 68948 LUCY 5 5 1.0 1.0399999999999598 4.807692307692482 60958 NOUN 4.0
the colorado colorado 18554 4033 1.52617488334 SBC056.trn 118 294.91 295.32 0.41 8 76179 GARY 1 5 0.2 1.75 2.85714285714286 67682 NOUN 0.0
the walls wall 20855 10784 0.659530173479 SBC049.trn 299 451.28 451.61 0.33 5 67353 LUCY 9 10 0.9 1.5099999999999898 6.62251655629143 59488 NOUN 3.0
the canyon canyon 4218 1897 0.799087391104 SBC038.trn 2 196.21400000000003 196.624 0.41 6 54034 BEN 12 13 0.923076923076923 3.2900000000000205 3.9513677811549903 47157 NOUN 11.0
the part part 174634 11329 2.73532654537 SBC025.trn 0 686.3929 686.9529 0.56 4 34565 FOSTER 9 12 0.75 3.95999999999992 3.03030303030309 29230 NOUN 8.0
a job job 103435 18018 1.74757213787 SBC038.trn 2 544.159 544.369 0.21 3 53523 BEN 16 19 0.842105263157895 1.24000000000001 15.3225806451612 46678 NOUN 2.0
the baby baby 44131 14736 1.09686900383 SBC030.trn 32 703.605 703.915 0.31 4 42132 DANNY 7 9 0.7777777777777779 1.03499999999997 8.69565217391331 36365 NOUN 2.0
the swing swing 7447 1304 1.74237480322 SBC052.trn 16 20.805 21.255 0.45 5 72034 DARLENE 13 13 1.0 0.95701 13.5839750890795 63781 NOUN 2.0
some people people 600923 19749 3.41536394937 SBC049.trn 116 156.649 156.939 0.29 6 68294 LUCY 12 17 0.7058823529411771 2.0 8.5 60352 NOUN 2.0
the jazz jazz 4280 572 2.0125692972 SBC002.trn 175 249.83 250.32 0.49 4 1569 PETE 24 26 0.923076923076923 1.39000000000001 18.705035971222802 946 NOUN 6.0
a scale scale 20243 2075 2.2778479011 SBC041.trn 207 716.1189999999998 716.6489999999999 0.53 5 58469 KRISTIN 22 27 0.8148148148148149 2.93999999999994 9.183673469387939 51256 NOUN 5.0
the scene scene 30596 13593 0.811314327107 SBC035.trn 454 691.903 692.183 0.28 5 48967 GAIL 7 14 0.5 1.58299999999997 8.843967150979319 42577 NOUN 6.0
the one one 887537 54758 2.78552673388 SBC044.trn 268 1200.843 1200.973 0.13 3 62121 LAJUAN 4 7 0.5714285714285711 1.21800000000007 5.74712643678126 54663 NOUN 3.0
the phone phone 60517 26397 0.82967394997 SBC047.trn 281 804.187 804.5269999999998 0.34 5 65358 FRED 3 3 1.0 0.5 6.0 57696 NOUN 2.0
the ladder ladder 3797 2036 0.623224182561 SBC020.trn 38 1027.225 1027.705 0.48 6 29651 JEFF 9 9 1.0 2.78500000000008 3.23159784560134 24677 NOUN 8.0
this direction direction 28036 656 3.75508388868 SBC038.trn 2 116.266 116.856 0.59 9 53995 BEN 4 4 1.0 1.295 3.0888030888030804 47118 NOUN 3.0
a penguin penguin 508 86 1.77613415132 SBC039.trn 375 1139.842 1140.462 0.62 7 55575 KIRSTEN 4 8 0.5 2.31899999999996 3.44976282880558 48581 NOUN 3.0
the pyramid pyramid 1604 805 0.689413511008 SBC052.trn 406 944.768 945.358 0.59 7 73003 CINDY 5 6 0.833333333333333 1.5600000000000602 3.8461538461537 64675 NOUN 2.0
the part part 174634 11329 2.73532654537 SBC025.trn 0 688.363 688.703 0.34 4 34566 FOSTER 3 6 0.5 1.42100000000005 4.22237860661491 29231 NOUN 2.0
this back back 454295 359 7.14317965726 SBC034.trn 70 302.886 303.076 0.19 4 47680 KAREN 5 5 1.0 0.7100000000000359 7.0422535211264 41394 NOUN 2.0
a mile mile 9450 5348 0.569292082266 SBC011.trn 276 741.44 741.91 0.47 4 13528 ANGELA 8 8 1.0 1.63 4.90797546012271 12041 NOUN 2.0
the guys guy 41567 5843 1.96206221966 SBC052.trn 512 1227.126 1227.456 0.33 4 73283 DARLENE 4 5 0.8 1.08700000000022 4.59981600735879 64943 NOUN 3.0
the father father 120263 10032 2.48390102736 SBC020.trn 6 234.397 235.007 0.61 6 28342 JEFF 14 14 1.0 2.33599999999998 5.99315068493155 23386 NOUN 6.0
the beans bean 8075 943 2.14746186546 SBC037.trn 338 881.5989999999998 882.179 0.58 5 52904 JULIA 6 6 1.0 1.88 3.19148936170214 46116 NOUN 5.0
the jury jury 20826 10189 0.714893499116 SBC008.trn 389 862.82 863.2 0.38 4 10494 ENVIRONMENT 2 2 1.0 0.530099999999948 3.77287304282248 9194 NOUN 1.0
the work work 288331 25576 2.42245471399 SBC038.trn 2 154.783 155.07299999999995 0.29 4 53347 BEN 9 10 0.9 2.37 4.2194092827004095 46502 NOUN 8.0
the hospital hospital 36592 18418 0.686501189981 SBC055.trn 20 209.67 210.52 0.85 8 75181 WOOD 12 12 1.0 2.18000000000001 5.50458715596329 66741 NOUN 7.0
no nothing nothing 91153 236 5.95646288732 SBC028.trn 298 583.91 584.59 0.68 7 38065 JILL 1 1 1.0 0.6800000000000639 1.47058823529398 32570 NOUN 0.0
the way way 419794 134756 1.13629837906 SBC048.trn 485 709.4939999999998 709.8639999999998 0.37 3 66463 LEA 3 3 1.0 0.82000000000005 3.65853658536563 58688 NOUN 2.0
the day day 279913 53804 1.64913102676 SBC004.trn 380 758.74 759.02 0.28 3 5129 KATHY 20 24 0.833333333333333 3.5 6.857142857142861 4201 NOUN 14.0
the will will 672839 3600 5.23057222822 SBC025.trn 0 411.778 412.398 0.62 4 34419 FOSTER 3 3 1.0 0.952999999999975 3.14795383001058 29086 NOUN 2.0
